prompt,baseline,context,augmented_prompt
qual é o CEP do endereço EDIF JADE HOTEL HOME GUARA?,o CEP do endereço EDIF JADE HOTEL HOME GUARA é 71215650 porque o endereço EDIF JADE HOTEL HOME GUARA está contido no endereço SGCV Lote 15 Zona Industrial (Guará) cujo CEP é 71215650,"CEP: 73310200 | Descrição: SHD | Complemento:  | Descrição Bairro: Setor de Hotéis e Diversões (Planaltina)
CEP: 72011908 | Descrição: Setor Hoteleiro 8 Projeção L | Complemento:  | Descrição Bairro: Taguatinga Centro (Taguatinga)
CEP: 72405603 | Descrição: Setor Hoteleiro 3 | Complemento:  | Descrição Bairro: Setor Central (Gama)
CEP: 72405601 | Descrição: Setor Hoteleiro 1 | Complemento:  | Descrição Bairro: Setor Central (Gama)
CEP: 72405605 | Descrição: Setor Hoteleiro 5 | Complemento:  | Descrição Bairro: Setor Central (Gama)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 73310200 | Descrição: SHD | Complemento:  | Descrição Bairro: Setor de Hotéis e Diversões (Planaltina)
CEP: 72011908 | Descrição: Setor Hoteleiro 8 Projeção L | Complemento:  | Descrição Bairro: Taguatinga Centro (Taguatinga)
CEP: 72405603 | Descrição: Setor Hoteleiro 3 | Complemento:  | Descrição Bairro: Setor Central (Gama)
CEP: 72405601 | Descrição: Setor Hoteleiro 1 | Complemento:  | Descrição Bairro: Setor Central (Gama)
CEP: 72405605 | Descrição: Setor Hoteleiro 5 | Complemento:  | Descrição Bairro: Setor Central (Gama)


Pergunta:
qual é o CEP do endereço EDIF JADE HOTEL HOME GUARA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SRTVS QUADRA 701 CONJUNTO L ENTRADA NUMERO 30 BLOCO 2 SALA 607 EDIF AS ASA SUL?,o CEP do endereço SRTVS QUADRA 701 CONJUNTO L ENTRADA NUMERO 30 BLOCO 2 SALA 607 EDIF AS ASA SUL é 70340906 porque o endereço SRTVS QUADRA 701 CONJUNTO L ENTRADA NUMERO 30 BLOCO 2 SALA 607 EDIF AS ASA SUL está contido no endereço SRTVS Conjunto L Lote 38 Asa Sul cujo CEP é 70340906,"CEP: 70719973 | Descrição: SRTVN 702/703 Conjunto P Edifício Rád. Center Loja 09  Térreo | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70340906 | Descrição: SRTVS Conjunto L Lote 38 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70719900 | Descrição: SRTVN Lote P | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70719000 | Descrição: SRTVN | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70332900 | Descrição: SRTVS Lote 1 | Complemento:  | Descrição Bairro: Asa Sul
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70719973 | Descrição: SRTVN 702/703 Conjunto P Edifício Rád. Center Loja 09  Térreo | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70340906 | Descrição: SRTVS Conjunto L Lote 38 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70719900 | Descrição: SRTVN Lote P | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70719000 | Descrição: SRTVN | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70332900 | Descrição: SRTVS Lote 1 | Complemento:  | Descrição Bairro: Asa Sul


Pergunta:
qual é o CEP do endereço SRTVS QUADRA 701 CONJUNTO L ENTRADA NUMERO 30 BLOCO 2 SALA 607 EDIF AS ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QD 33 LOTE 195 GAMA?,o CEP do endereço QD 33 LOTE 195 GAMA é 72460330 porque o endereço QD 33 LOTE 195 GAMA está contido no endereço Quadra 33 Setor Leste (Gama) cujo CEP é 72460330,"CEP: 73081450 | Descrição: QMS 30A Bloco D | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081435 | Descrição: QMS 30A Bloco A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081605 | Descrição: QMS 27A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081455 | Descrição: QMS 30A Bloco E | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081430 | Descrição: QMS 30A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 73081450 | Descrição: QMS 30A Bloco D | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081435 | Descrição: QMS 30A Bloco A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081605 | Descrição: QMS 27A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081455 | Descrição: QMS 30A Bloco E | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081430 | Descrição: QMS 30A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho


Pergunta:
qual é o CEP do endereço QD 33 LOTE 195 GAMA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QE 40 CONJUNTO E 22 GUARA II?,o CEP do endereço QE 40 CONJUNTO E 22 GUARA II é 71070052 porque o endereço QE 40 CONJUNTO E 22 GUARA II está contido no endereço QE 40 Conjunto E Guará II cujo CEP é 71070052,"CEP: 72146035 | Descrição: QNM 40 Conjunto E2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146039 | Descrição: QNM 40 Conjunto I2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72215255 | Descrição: QNM 25 Conjunto E | Complemento:  | Descrição Bairro: Ceilândia Sul (Ceilândia)
CEP: 72210250 | Descrição: QNM 24 Conjunto J | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72220250 | Descrição: QNN 24 Conjunto J | Complemento:  | Descrição Bairro: Ceilândia Sul (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72146035 | Descrição: QNM 40 Conjunto E2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146039 | Descrição: QNM 40 Conjunto I2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72215255 | Descrição: QNM 25 Conjunto E | Complemento:  | Descrição Bairro: Ceilândia Sul (Ceilândia)
CEP: 72210250 | Descrição: QNM 24 Conjunto J | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72220250 | Descrição: QNN 24 Conjunto J | Complemento:  | Descrição Bairro: Ceilândia Sul (Ceilândia)


Pergunta:
qual é o CEP do endereço QE 40 CONJUNTO E 22 GUARA II?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço COMERCIAL 141 LOJA 02 SETOR TRADICIONAL (SAO SEBASTIAO)?,o CEP do endereço COMERCIAL 141 LOJA 02 SETOR TRADICIONAL (SAO SEBASTIAO) é 71691153 porque o endereço COMERCIAL 141 LOJA 02 SETOR TRADICIONAL (SAO SEBASTIAO) está contido no endereço Avenida Comercial Setor Tradicional (São Sebastião) cujo CEP é 71691153,"CEP: 71691145 | Descrição: Rua 38 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691101 | Descrição: Rua 1 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691150 | Descrição: Rua 42 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691119 | Descrição: Rua 14 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691137 | Descrição: Rua 31 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71691145 | Descrição: Rua 38 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691101 | Descrição: Rua 1 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691150 | Descrição: Rua 42 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691119 | Descrição: Rua 14 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)
CEP: 71691137 | Descrição: Rua 31 | Complemento:  | Descrição Bairro: Setor Tradicional (São Sebastião)


Pergunta:
qual é o CEP do endereço COMERCIAL 141 LOJA 02 SETOR TRADICIONAL (SAO SEBASTIAO)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SAUS QUADRA 4 BLOCO A SALA 927 EDIF VICTORIA OFFICE TOWE ASA SUL?,o CEP do endereço SAUS QUADRA 4 BLOCO A SALA 927 EDIF VICTORIA OFFICE TOWE ASA SUL é 70070040 porque o endereço SAUS QUADRA 4 BLOCO A SALA 927 EDIF VICTORIA OFFICE TOWE ASA SUL está contido no endereço SAUS Quadra 4 Asa Sul cujo CEP é 70070040,"CEP: 70200902 | Descrição: SES 805 Lote 21B Avenida das Nações | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70070906 | Descrição: SAUS Quadra 2 Bloco E Edifício Siderbrás | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70070600 | Descrição: SAFS Quadra | Complemento: (Setor de Administração Federal Sul) | Descrição Bairro: Zona Cívico-Administrativa
CEP: 70200905 | Descrição: SES 803 Lote 12 Avenida das Nações | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70050900 | Descrição: SAFS Quadra 4 Lote 03 | Complemento:  | Descrição Bairro: Zona Cívico-Administrativa
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70200902 | Descrição: SES 805 Lote 21B Avenida das Nações | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70070906 | Descrição: SAUS Quadra 2 Bloco E Edifício Siderbrás | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70070600 | Descrição: SAFS Quadra | Complemento: (Setor de Administração Federal Sul) | Descrição Bairro: Zona Cívico-Administrativa
CEP: 70200905 | Descrição: SES 803 Lote 12 Avenida das Nações | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70050900 | Descrição: SAFS Quadra 4 Lote 03 | Complemento:  | Descrição Bairro: Zona Cívico-Administrativa


Pergunta:
qual é o CEP do endereço SAUS QUADRA 4 BLOCO A SALA 927 EDIF VICTORIA OFFICE TOWE ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SEPS 709/909 S/N BLOCO D TERREOLOJA 4 ASA SUL?,o CEP do endereço SEPS 709/909 S/N BLOCO D TERREOLOJA 4 ASA SUL é 70390095 porque o endereço SEPS 709/909 S/N BLOCO D TERREOLOJA 4 ASA SUL está contido no endereço SEPS 709/909 Asa Sul cujo CEP é 70390095,"CEP: 70790119 | Descrição: SEPN 711/911 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760544 | Descrição: SEPN 514 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790129 | Descrição: SEPN 712/912 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760545 | Descrição: SEPN 514 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790116 | Descrição: SEPN 711/911 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70790119 | Descrição: SEPN 711/911 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760544 | Descrição: SEPN 514 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790129 | Descrição: SEPN 712/912 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760545 | Descrição: SEPN 514 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790116 | Descrição: SEPN 711/911 Módulo A | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SEPS 709/909 S/N BLOCO D TERREOLOJA 4 ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QE 40 CONJUNTO D 26 LOJA 3 GUARA II?,o CEP do endereço QE 40 CONJUNTO D 26 LOJA 3 GUARA II é 71070042 porque o endereço QE 40 CONJUNTO D 26 LOJA 3 GUARA II está contido no endereço QE 44 Conjunto D1 Guará II cujo CEP é 71070042,"CEP: 72146035 | Descrição: QNM 40 Conjunto E2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146034 | Descrição: QNM 40 Conjunto D2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146039 | Descrição: QNM 40 Conjunto I2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72210250 | Descrição: QNM 24 Conjunto J | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72145425 | Descrição: QNM 34 Conjunto E2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72146035 | Descrição: QNM 40 Conjunto E2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146034 | Descrição: QNM 40 Conjunto D2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146039 | Descrição: QNM 40 Conjunto I2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72210250 | Descrição: QNM 24 Conjunto J | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72145425 | Descrição: QNM 34 Conjunto E2 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)


Pergunta:
qual é o CEP do endereço QE 40 CONJUNTO D 26 LOJA 3 GUARA II?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QNM 18 CONJUNTO A LOTE 34 LOJA 01 CEILANDIA NORTE (CEILANDIA)?,o CEP do endereço QNM 18 CONJUNTO A LOTE 34 LOJA 01 CEILANDIA NORTE (CEILANDIA) é 72210181 porque o endereço QNM 18 CONJUNTO A LOTE 34 LOJA 01 CEILANDIA NORTE (CEILANDIA) está contido no endereço QNM 18 Conjunto A Ceilândia Norte (Ceilândia) cujo CEP é 72210181,"CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260778 | Descrição: QNO 17 Conjunto H | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260844 | Descrição: QNO 18 Conjunto 44 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260877 | Descrição: QNO 18 Conjunto 77 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260836 | Descrição: QNO 18 Conjunto 36 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260778 | Descrição: QNO 17 Conjunto H | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260844 | Descrição: QNO 18 Conjunto 44 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260877 | Descrição: QNO 18 Conjunto 77 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260836 | Descrição: QNO 18 Conjunto 36 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)


Pergunta:
qual é o CEP do endereço QNM 18 CONJUNTO A LOTE 34 LOJA 01 CEILANDIA NORTE (CEILANDIA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço NB 01 PLL 02 NUCLEO BANDEIRANTE?,o CEP do endereço NB 01 PLL 02 NUCLEO BANDEIRANTE é 71710300 porque o endereço NB 01 PLL 02 NUCLEO BANDEIRANTE está contido no endereço Rodovia NB-01 Núcleo Bandeirante cujo CEP é 71710300,"CEP: 72215508 | Descrição: CNM 1 Bloco H | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72215505 | Descrição: CNM 1 Bloco E | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72215510 | Descrição: CNM 1 Bloco J | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72210505 | Descrição: CNM 2 Bloco E | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72215512 | Descrição: CNM 1 Bloco L | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72215508 | Descrição: CNM 1 Bloco H | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72215505 | Descrição: CNM 1 Bloco E | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72215510 | Descrição: CNM 1 Bloco J | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72210505 | Descrição: CNM 2 Bloco E | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)
CEP: 72215512 | Descrição: CNM 1 Bloco L | Complemento:  | Descrição Bairro: Ceilândia Centro (Ceilândia)


Pergunta:
qual é o CEP do endereço NB 01 PLL 02 NUCLEO BANDEIRANTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QI 15 LOTES 30/34 GALPAOCETAG 01 LOJA 169/173 SETOR INDUSTRIAL (TAGUATINGA)?,o CEP do endereço QI 15 LOTES 30/34 GALPAOCETAG 01 LOJA 169/173 SETOR INDUSTRIAL (TAGUATINGA) é 72135150 porque o endereço QI 15 LOTES 30/34 GALPAOCETAG 01 LOJA 169/173 SETOR INDUSTRIAL (TAGUATINGA) está contido no endereço QI 15 Setor Industrial (Taguatinga) cujo CEP é 72135150,"CEP: 72145505 | Descrição: EQNM 34/36 Bloco E | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146505 | Descrição: EQNM 40/42 Bloco E | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72145506 | Descrição: EQNM 34/36 Bloco F | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146501 | Descrição: EQNM 40/42 Bloco A | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72145500 | Descrição: EQNM 34/36 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72145505 | Descrição: EQNM 34/36 Bloco E | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146505 | Descrição: EQNM 40/42 Bloco E | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72145506 | Descrição: EQNM 34/36 Bloco F | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72146501 | Descrição: EQNM 40/42 Bloco A | Complemento: Comércio | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72145500 | Descrição: EQNM 34/36 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)


Pergunta:
qual é o CEP do endereço QI 15 LOTES 30/34 GALPAOCETAG 01 LOJA 169/173 SETOR INDUSTRIAL (TAGUATINGA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QUADRA QN 316 CONJUNTO 5 LOTE 1 E 2 LOJA 1 S/N SAMAMBAIA?,o CEP do endereço QUADRA QN 316 CONJUNTO 5 LOTE 1 E 2 LOJA 1 S/N SAMAMBAIA é 72308405 porque o endereço QUADRA QN 316 CONJUNTO 5 LOTE 1 E 2 LOJA 1 S/N SAMAMBAIA está contido no endereço QN 316 Conjunto 5 Samambaia Sul (Samambaia) cujo CEP é 72308405,"CEP: 71725502 | Descrição: QR 5 Conjunto B | Complemento:  | Descrição Bairro: Candangolândia
CEP: 72726115 | Descrição: Quadra 5 Conjunto O | Complemento:  | Descrição Bairro: Veredas (Brazlândia)
CEP: 71725505 | Descrição: QR 5 Conjunto E | Complemento:  | Descrição Bairro: Candangolândia
CEP: 72726105 | Descrição: Quadra 5 Conjunto E | Complemento:  | Descrição Bairro: Veredas (Brazlândia)
CEP: 72705970 | Descrição: Quadra 5 Lote 37 Lojas 1 e 2 | Complemento:  | Descrição Bairro: Setor Norte (Brazlândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71725502 | Descrição: QR 5 Conjunto B | Complemento:  | Descrição Bairro: Candangolândia
CEP: 72726115 | Descrição: Quadra 5 Conjunto O | Complemento:  | Descrição Bairro: Veredas (Brazlândia)
CEP: 71725505 | Descrição: QR 5 Conjunto E | Complemento:  | Descrição Bairro: Candangolândia
CEP: 72726105 | Descrição: Quadra 5 Conjunto E | Complemento:  | Descrição Bairro: Veredas (Brazlândia)
CEP: 72705970 | Descrição: Quadra 5 Lote 37 Lojas 1 e 2 | Complemento:  | Descrição Bairro: Setor Norte (Brazlândia)


Pergunta:
qual é o CEP do endereço QUADRA QN 316 CONJUNTO 5 LOTE 1 E 2 LOJA 1 S/N SAMAMBAIA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QN 206 CONJUNTO C LOTE 01 LOJA 01 S/N SAMAMBAIA?,o CEP do endereço QN 206 CONJUNTO C LOTE 01 LOJA 01 S/N SAMAMBAIA é 72316503 porque o endereço QN 206 CONJUNTO C LOTE 01 LOJA 01 S/N SAMAMBAIA está contido no endereço QN 206 Conjunto C Samambaia Norte (Samambaia) cujo CEP é 72316503,"CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260647 | Descrição: QNO 16 Conjunto 47 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260778 | Descrição: QNO 17 Conjunto H | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260867 | Descrição: QNO 18 Conjunto 67 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260877 | Descrição: QNO 18 Conjunto 77 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260647 | Descrição: QNO 16 Conjunto 47 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260778 | Descrição: QNO 17 Conjunto H | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260867 | Descrição: QNO 18 Conjunto 67 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260877 | Descrição: QNO 18 Conjunto 77 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)


Pergunta:
qual é o CEP do endereço QN 206 CONJUNTO C LOTE 01 LOJA 01 S/N SAMAMBAIA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço CL QI 13 BL F LJ 10 TERREO S/N SHIS?,o CEP do endereço CL QI 13 BL F LJ 10 TERREO S/N SHIS é 71635013 porque o endereço CL QI 13 BL F LJ 10 TERREO S/N SHIS está contido no endereço SHIS QI 13 Setor de Habitações Individuais Sul cujo CEP é 71635013,"CEP: 70864100 | Descrição: SQN 212 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70772100 | Descrição: SQN 115 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70762100 | Descrição: SQN 112 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864080 | Descrição: SQN 212 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70843100 | Descrição: SQN 205 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70864100 | Descrição: SQN 212 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70772100 | Descrição: SQN 115 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70762100 | Descrição: SQN 112 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864080 | Descrição: SQN 212 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70843100 | Descrição: SQN 205 Bloco J | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço CL QI 13 BL F LJ 10 TERREO S/N SHIS?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
